Run,Age,Assay Type,AssemblyName,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Cell_line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,disease_stage,ETHNICITY,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_type,sex,SRA Study,TISSUE
SRR8615302,NA,RNA-Seq,GCA_000001405.13,202,23308140266,ATCC:Pfeiffer,PRJNA523380,SAMN10988533,Human,12594147611,Pfeiffer,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),metastasis,Caucasian,SRX5414451,Illumina HiSeq 2500,cell line,RNASeq-PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:07:00Z,1,PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615303,6,RNA-Seq,GCA_000001405.13,202,19076573970,DSMZ:PF-382,PRJNA523380,SAMN10988497,Human,10304979056,PF-382,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),metastasis,Caucasian,SRX5414450,Illumina HiSeq 2500,cell line,RNASeq-PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:04:00Z,1,PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615304,4,RNA-Seq,GCA_000001405.13,202,20896584072,HSRRB,PRJNA523380,SAMN10988124,Human,11222831907,PEER,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),primary,Caucasian,SRX5414449,Illumina HiSeq 2500,cell line,RNASeq-PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:06:00Z,1,PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615305,57,RNA-Seq,GCA_000001405.13,202,21418469252,ECACC:PE/CA-PJ49,PRJNA523380,SAMN10988008,Human,11490019970,PE/CA-PJ49,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Caucasian,SRX5414448,Illumina HiSeq 2500,cell line,RNASeq-PECAPJ49_UPPER_AERODIGESTIVE_TRACT,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:28:00Z,1,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,cell culture,male,SRP186687,upper_aerodigestive_tract
SRR8615308,NA,RNA-Seq,GCA_000001405.13,202,19983963424,KCLB:SNU-245,PRJNA523380,SAMN10988083,Human,10753671373,SNU-245,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Asian,SRX5414445,Illumina HiSeq 2500,cell line,RNASeq-SNU245_BILIARY_TRACT,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:57:00Z,1,SNU245_BILIARY_TRACT,cell culture,NA,SRP186687,biliary_tract
SRR8615311,41,RNA-Seq,GCA_000001405.13,202,15622913512,ATCC:SNU-387,PRJNA523380,SAMN10987947,Human,7878715597,SNU-387,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (hepatocellular_carcinoma),primary,Asian,SRX5414442,Illumina HiSeq 2500,cell line,RNASeq-SNU387_LIVER,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:50:00Z,1,SNU387_LIVER,cell culture,female,SRP186687,liver
SRR8615312,68,RNA-Seq,GCA_000001405.13,202,22565708456,KCLB:SNU-349,PRJNA523380,SAMN10988037,Human,12117472831,SNU-349,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (clear_cell_renal_cell_carcinoma),primary,Asian,SRX5414441,Illumina HiSeq 2500,cell line,RNASeq-SNU349_KIDNEY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:04:00Z,1,SNU349_KIDNEY,cell culture,male,SRP186687,kidney
SRR8615315,75,RNA-Seq,GCA_000001405.13,202,23335050100,DSMZ:CAL-54,PRJNA523380,SAMN10988487,Human,13026353144,CAL-54,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (renal_cell_carcinoma),metastasis,Caucasian,SRX5414438,Illumina HiSeq 2500,cell line,RNASeq-CAL54_KIDNEY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:06:00Z,1,CAL54_KIDNEY,cell culture,male,SRP186687,kidney
SRR8615316,53,RNA-Seq,GCA_000001405.13,202,21454590690,KCLB:SNU-410,PRJNA523380,SAMN10988085,Human,11515923661,SNU-410,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Asian,SRX5414437,Illumina HiSeq 2500,cell line,RNASeq-SNU410_PANCREAS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:03:00Z,1,SNU410_PANCREAS,cell culture,male,SRP186687,pancreas
SRR8615317,37,RNA-Seq,GCA_000001405.13,202,17916364548,KCLB:SNU-407,PRJNA523380,SAMN10988068,Human,9030629674,SNU-407,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Asian,SRX5414436,Illumina HiSeq 2500,cell line,RNASeq-SNU407_LARGE_INTESTINE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:58:00Z,1,SNU407_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine
SRR8615320,46,RNA-Seq,GCA_000001405.13,202,15285803792,NIBRI,PRJNA523380,SAMN10988214,Human,8099614603,Hs 766T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),metastasis,Caucasian,SRX5414433,Illumina HiSeq 2500,cell line,RNASeq-HS766T_PANCREAS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:52:00Z,1,HS766T_PANCREAS,cell culture,male,SRP186687,pancreas
SRR8615321,71,RNA-Seq,GCA_000001405.13,202,15817758672,ATCC:Hs 742.T,PRJNA523380,SAMN10987685,Human,7740670732,Hs 742.T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Caucasian,SRX5414432,Illumina HiSeq 2500,cell line,RNASeq-HS742T_FIBROBLAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:51:00Z,1,HS742T_FIBROBLAST,cell culture,female,SRP186687,breast
SRR8615324,NA,RNA-Seq,GCA_000001405.13,202,15868148986,NA,PRJNA523380,SAMN10988445,Human,7793079429,Hs 834.T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,metastasis,Caucasian,SRX5414429,Illumina HiSeq 2500,cell line,RNASeq-HS834T_FIBROBLAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:45:00Z,1,HS834T_FIBROBLAST,cell culture,NA,SRP186687,skin
SRR8615325,60,RNA-Seq,GCA_000001405.13,202,18031715032,NIBRI,PRJNA523380,SAMN10988131,Human,8836827939,Hs 819.T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",chondrosarcoma,primary,Caucasian,SRX5414428,Illumina HiSeq 2500,cell line,RNASeq-HS819T_FIBROBLAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:03:00Z,1,HS819T_FIBROBLAST,cell culture,male,SRP186687,bone
SRR8615328,7,RNA-Seq,GCA_000001405.13,202,15281912666,GNF,PRJNA523380,SAMN10988148,Human,7484447620,Hs 840.T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",other (papilloma),benign_neoplasia,Caucasian,SRX5414425,Illumina HiSeq 2500,cell line,RNASeq-HS840T_FIBROBLAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:46:00Z,1,HS840T_FIBROBLAST,cell culture,male,SRP186687,upper_aerodigestive_tract
SRR8615329,73,RNA-Seq,GCA_000001405.13,202,17514431008,ATCC:NCI-H1105,PRJNA523380,SAMN10987999,Human,8584437207,NCI-H1105,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5414424,Illumina HiSeq 2500,cell line,RNASeq-NCIH1105_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:48:00Z,1,NCIH1105_LUNG,cell culture,male,SRP186687,lung
SRR8615331,67,RNA-Seq,GCA_000001405.13,202,20836565428,ATCC:NCI-H1092,PRJNA523380,SAMN10987995,Human,10341656297,NCI-H1092,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5414422,Illumina HiSeq 2500,cell line,RNASeq-NCIH1092_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:04:00Z,1,NCIH1092_LUNG,cell culture,male,SRP186687,lung
SRR8615332,NA,RNA-Seq,GCA_000001405.13,202,17079575710,NA,PRJNA523380,SAMN10988421,Human,9153060566,UOK101,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (clear_cell_renal_cell_carcinoma),NA,Caucasian,SRX5414421,Illumina HiSeq 2500,cell line,RNASeq-UOK101_KIDNEY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:00:00Z,1,UOK101_KIDNEY,cell culture,female,SRP186687,kidney
SRR8615336,NA,RNA-Seq,GCA_000001405.13,202,11605688406,ECACC:U-BLC1,PRJNA523380,SAMN10987727,Human,5493859425,U-BLC1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (transitional_cell_carcinoma),primary,African_american,SRX5414417,Illumina HiSeq 2500,cell line,RNASeq-UBLC1_URINARY_TRACT,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:39:00Z,1,UBLC1_URINARY_TRACT,cell culture,female,SRP186687,urinary_tract
SRR8615338,43,RNA-Seq,GCA_000001405.13,202,16717514748,ATCC:UACC-812,PRJNA523380,SAMN10988448,Human,8093108678,UACC-812,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5414415,Illumina HiSeq 2500,cell line,RNASeq-UACC812_BREAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:49:00Z,1,UACC812_BREAST,cell culture,female,SRP186687,breast
SRR8615339,NA,RNA-Seq,GCA_000001405.13,202,17436431132,NA,PRJNA523380,SAMN10987794,Human,8615754130,UACC-62,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,primary,Caucasian,SRX5414414,Illumina HiSeq 2500,cell line,RNASeq-UACC62_SKIN,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:49:00Z,1,UACC62_SKIN,cell culture,NA,SRP186687,skin
SRR8615342,36,RNA-Seq,GCA_000001405.13,202,26780461282,RIKEN:NCC-StC-K140,PRJNA523380,SAMN10988058,Human,14117321087,NCC-StC-K140,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Asian,SRX5414411,Illumina HiSeq 2500,cell line,RNASeq-NCCSTCK140_STOMACH,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:10:00Z,1,NCCSTCK140_STOMACH,cell culture,female,SRP186687,stomach
SRR8615343,23,RNA-Seq,GCA_000001405.13,202,19783351366,DSMZ:NB-4,PRJNA523380,SAMN10988571,Human,10418670918,NB-4,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M3)",primary,Caucasian,SRX5414410,Illumina HiSeq 2500,cell line,RNASeq-NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:02:00Z,1,NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615346,19,RNA-Seq,GCA_000001405.13,202,16390251922,DSMZ:NALM-6,PRJNA523380,SAMN10988491,Human,8723027229,NALM-6,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia),primary,Caucasian,SRX5414407,Illumina HiSeq 2500,cell line,RNASeq-NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:54:00Z,1,NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615347,50,RNA-Seq,GCA_000001405.13,202,18894465920,NA,PRJNA523380,SAMN10987818,Human,10117616696,KMS-26,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (plasma_cell_myeloma),primary,Asian,SRX5414406,Illumina HiSeq 2500,cell line,RNASeq-KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:55:00Z,1,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615348,52,RNA-Seq,GCA_000001405.13,202,12746816100,NA,PRJNA523380,SAMN10987819,Human,6166312077,KMS-27,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (plasma_cell_myeloma),primary,Asian,SRX5414405,Illumina HiSeq 2500,cell line,RNASeq-KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:47:00Z,1,KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615351,64,RNA-Seq,GCA_000001405.13,202,17000838938,DSMZ:KMS-12-BM,PRJNA523380,SAMN10988243,Human,9046893634,KMS-12-BM,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (plasma_cell_myeloma),primary,Asian,SRX5414402,Illumina HiSeq 2500,cell line,RNASeq-KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:50:00Z,1,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615352,NA,RNA-Seq,GCA_000001405.13,202,18337720994,NIBRI,PRJNA523380,SAMN10987762,Human,9943237715,KMS-18,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (plasma_cell_myeloma),primary,Asian,SRX5414401,Illumina HiSeq 2500,cell line,RNASeq-KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:58:00Z,1,KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,NA,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615355,NA,RNA-Seq,GCA_000001405.13,202,14700002580,HSSRB,PRJNA523380,SAMN10987836,Human,6898246004,KMRC-20,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (renal_cell_carcinoma),primary,Asian,SRX5414398,Illumina HiSeq 2500,cell line,RNASeq-KMRC20_KIDNEY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:52:00Z,1,KMRC20_KIDNEY,cell culture,NA,SRP186687,kidney
SRR8615356,NA,RNA-Seq,GCA_000001405.13,202,14726427008,HSRRB,PRJNA523380,SAMN10988363,Human,6888207864,KMRC-2,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (clear_cell_renal_cell_carcinoma),primary,Asian,SRX5414397,Illumina HiSeq 2500,cell line,RNASeq-KMRC2_KIDNEY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:54:00Z,1,KMRC2_KIDNEY,cell culture,male,SRP186687,kidney
SRR8615364,NA,RNA-Seq,GCA_000001405.13,202,11978868660,NA,PRJNA523380,SAMN10989606,Human,5477519675,KD,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,NA,NA,SRX5414389,Illumina HiSeq 2500,cell line,RNASeq-KD_SOFT_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:47:00Z,1,KD_SOFT_TISSUE,cell culture,NA,SRP186687,soft_tissue
SRR8615365,32,RNA-Seq,GCA_000001405.13,202,13812705662,DSMZ:KCL-22,PRJNA523380,SAMN10988558,Human,6531111615,KCL-22,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia),metastasis,Asian,SRX5414388,Illumina HiSeq 2500,cell line,RNASeq-KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:52:00Z,1,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615370,77,RNA-Seq,GCA_000001405.13,202,20085339750,ATCC:Panc 05.04,PRJNA523380,SAMN10988160,Human,10597872172,Panc 05.04,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Caucasian,SRX5414383,Illumina HiSeq 2500,cell line,RNASeq-PANC0504_PANCREAS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:54:00Z,1,PANC0504_PANCREAS,cell culture,female,SRP186687,pancreas
SRR8615372,11,RNA-Seq,GCA_000001405.13,202,24952661858,DSMZ:SR-786,PRJNA523380,SAMN10988434,Human,12238910696,SR-786,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (anaplastic_large_cell_lymphoma),metastasis,Caucasian,SRX5414381,Illumina HiSeq 2500,cell line,RNASeq-SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:11:00Z,1,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615375,57,RNA-Seq,GCA_000001405.13,202,17084076674,NIBRI,PRJNA523380,SAMN10987701,Human,8600959951,SU.86.86,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5414378,Illumina HiSeq 2500,cell line,RNASeq-SU8686_PANCREAS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:54:00Z,1,SU8686_PANCREAS,cell culture,female,SRP186687,pancreas
SRR8615377,NA,RNA-Seq,GCA_000001405.13,202,16990663794,NIBRI,PRJNA523380,SAMN10988227,Human,8557245300,Panc 10.05,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5414376,Illumina HiSeq 2500,cell line,RNASeq-PANC1005_PANCREAS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:49:00Z,1,PANC1005_PANCREAS,cell culture,male,SRP186687,pancreas
SRR8615378,38,RNA-Seq,GCA_000001405.13,202,19045497078,DSMZ:SU-DHL-4,PRJNA523380,SAMN10988472,Human,9467754096,SU-DHL-4,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),metastasis,Caucasian,SRX5414375,Illumina HiSeq 2500,cell line,RNASeq-SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:00:00Z,1,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615379,NA,RNA-Seq,GCA_000001405.13,202,17787671358,RIKEN:GSS,PRJNA523380,SAMN10987754,Human,8878176583,GSS,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Asian,SRX5414374,Illumina HiSeq 2500,cell line,RNASeq-GSS_STOMACH,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:53:00Z,1,GSS_STOMACH,cell culture,NA,SRP186687,stomach
SRR8615388,37,RNA-Seq,GCA_000001405.13,202,23067344954,NIBRI,PRJNA523380,SAMN10987915,Human,12915835792,H4,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma,primary,Caucasian,SRX5414365,Illumina HiSeq 2500,cell line,RNASeq-H4_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:04:00Z,1,H4_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system
SRR8615389,NA,RNA-Seq,GCA_000001405.13,202,17040334584,RIKEN:GSU,PRJNA523380,SAMN10987761,Human,8557778105,GSU,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Asian,SRX5414364,Illumina HiSeq 2500,cell line,RNASeq-GSU_STOMACH,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:51:00Z,1,GSU_STOMACH,cell culture,NA,SRP186687,stomach
SRR8615392,63,RNA-Seq,GCA_000001405.13,202,18168392272,NA,PRJNA523380,SAMN10987976,Human,9127031450,LS513,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414361,Illumina HiSeq 2500,cell line,RNASeq-LS513_LARGE_INTESTINE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:59:00Z,1,LS513_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine
SRR8615393,32,RNA-Seq,GCA_000001405.13,202,17584731654,ATCC:LS411N,PRJNA523380,SAMN10988286,Human,9402735376,LS411N,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414360,Illumina HiSeq 2500,cell line,RNASeq-LS411N_LARGE_INTESTINE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:51:00Z,1,LS411N_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine
